id,id,clothtype,type,price,pricerate,weight,quality,level,material,occupation,condition1,condition2,stat1a,stat1b,stat2a,stat2b,defense,magicresistence,range,attackpower,attackspeed,itemgrade,name,icon,description,blue,union points
,241,8,232,127300,0,30,71,10,660,0|0|0,31|110,13|161,,,,,,,2500,181,11,6,Justice Cannon,1219,A cannon whose power reflects the fervor of those who fight for justice.,0,54
,242,8,232,161650,0,30,74,11,661,0|0|0,31|120,13|171,,,,,,,2500,190,11,6,RP-911,1220,An all purpose Gun that is perfectly endowed with speed precision and gentleness.,0,56
,243,8,232,207800,0,30,77,,662,0|0|0,31|130,13|181,,,,,,,2700,227,11,6,Piercing Gun,1222,A Gun with the power to pierce absolutely anything.,0,
,244,8,232,256200,0,35,80,,663,0|0|0,31|140,13|191,,,,,,,2700,251,11,6,Remington,1223,A masterpiece that combines both incredible power and gorgeous design.,0,
,245,8,232,319250,0,35,83,,664,0|0|0,31|150,13|202,,,,,,,2700,277,11,6,Brave Gun,1224,A rifle of judgment that only one that truly has courage may use.,0,
,246,8,232,387800,0,40,86,,665,0|0|0,31|160,13|211,,,,,,,2900,304,11,6,Bastard Gun,1225,At long last a weapon that is half gun half Bastard Sword. Its specially patented.,0,
,247,8,232,461100,0,40,88,,666,0|0|0,31|170,13|219,,,,,,,2900,332,11,6,Steam Shocker,1226,A product of both science and magic the Mana Steam Shocker is a truly fantastic gun.,0,
,248,8,232,506100,0,40,93,,,0|0|0,31|180,13|234,,,,,,,2900,361,11,6,Shock Impact Gun,1227,An ornamentally designed Gun which actually has considerable destructive capability.,0,
,249,8,232,556100,0,45,97,,,0|0|0,31|190,13|248,,,,,,,2900,391,11,6,White Night Gun,1228,A very practical Gun which shoots blinding bursts of light.,0,
,250,8,232,766600,0,50,98,,,0|0|0,31|200,13|260,,,,,,,3000,410,11,7,Winchester,1229,An antiquated shotgun that can be easily found almost anywhere.,0,
,251,8,232,875350,0,50,99,,,0|0|0,31|210,13|272,,,,,,,3000,425,11,8,Tornado Rifle,1230,Dr. Spero explaimed that the Age of Mana and Steam has created a monster! when this long barreled rifle was developed.,0,
,261,8,233,12720,0,20,44,2,681,0|0|0,31|30,10|28,,,,,,,2500,54,12,2,Wooden Launcher,1248,A simple Launcher constructed out of wood.,0,22
,262,8,233,21915,0,20,48,3,682,0|0|0,31|40,10|36,,,,,,,2500,68,12,2,Basic Launcher,1249,A basic Launcher that is fairly stable.,0,26
,263,8,233,35900,0,20,52,4,683,0|0|0,31|50,10|44,,,,,,,2600,84,12,3,Hard Launcher,1250,A tough Launcher that wont break easily.,0,30
,264,8,233,52300,0,20,56,5,684,0|0|0,31|60,10|52,,,,,,,2600,101,12,3,Bronze Launcher,1251,A sturdy Launcher made entirely of bronze.,0,34
,265,8,233,73700,0,20,59,6,685,0|0|0,31|70,10|59,,,,,,,2700,119,12,4,Marble Launcher,1252,A fancy launcher made of out high quality marble.,0,38
,266,8,233,99850,0,20,63,7,686,0|0|0,31|80,10|67,,,,,,,2700,139,12,4,Orc Launcher,1253,A heavy Launcher used by the Orc Warriors.,0,41
,267,8,233,131350,0,20,66,8,687,0|0|0,31|90,10|74,,,,,,,2700,160,12,5,Mythril Launcher,1254,A masterpiece of a Launcher constructed of high grade Mythril.,0,45
,268,8,233,176550,0,20,70,9,688,0|0|0,31|100,10|80,,,,,,,2800,182,12,6,Cross Launcher,1255,An attractive Launcher decorated with crossed blades.,0,49
,269,8,233,222950,0,20,73,10,689,0|0|0,31|110,10|87,,,,,,,2800,205,12,6,Burning Launcher,1256,Launcher with explosive power that shoots flaming shells.,0,54
,270,8,233,283450,0,20,76,11,690,0|0|0,31|120,10|93,,,,,,,2800,215,12,6,Shadow Launcher,1257,A Launcher that is said to shoot the essence of darkness itself.,0,56
,271,8,233,356550,0,20,79,,691,0|0|0,31|130,10|99,,,,,,,3000,255,12,6,Corsair Cannon,1258,A Launcher used by pirates in their own flying ships.,0,
,272,8,233,442350,0,20,83,,692,0|0|0,31|140,10|105,,,,,,,3000,282,12,6,Particle Cannon,1259,A Launcher that harnesses the energy of the earth to fire powerful shots.,0,
,273,8,233,547750,0,20,86,,693,0|0|0,31|150,10|111,,,,,,,3000,310,12,6,Mana Cannon,1261,A powerful Launcher that gathers Mana Energy to fire destructive bursts.,0,
,274,8,233,663300,0,20,88,,694,0|0|0,31|160,10|116,,,,,,,3200,340,12,6,Ferrell Cannon,1262,Originally designed to protect the merchants of the Ferrell Guild the Ferrell Cannon has been remodeled for use in siege warfare.,0,
,275,8,233,793150,0,20,91,,695,0|0|0,31|170,10|121,,,,,,,3200,371,12,6,Spero Shooter,1263,A dreadfully powerful weapon developed by Spero. This must be a mistake!,0,
,276,8,233,838150,0,20,96,,,0|0|0,31|180,10|130,,,,,,,3200,403,12,6,Breakdown Cannon,1264,A powerful Launcher whose only purpose is to reduce anything to rubble.,0,
,277,8,233,888150,0,20,100,,,0|0|0,31|190,10|138,,,,,,,3200,436,12,6,Reverse Cannon,1265,An incredibly lethal weapon whose power well exceeds self-defense purposes.,0,
,278,8,233,1313850,0,20,99,,,0|0|0,31|200,10|150,,,,,,,3400,448,12,7,Hedgehog,1266,A Launcher with covered in thorny spikes like a hedgehog.,0,
,279,8,233,1499100,0,20,101,,,0|0|0,31|210,10|164,,,,,,,3400,462,12,8,Gigantic Wave,1267,A simple rough looking Launcher with a wide muzzle.,0,
,301,8,241,1400,0,5,31,,,0|0|0,31|10,12|28,29,15,,,,,250,19,10,1,Baobab Rod,1287,A basic Rod made of out Baobab wood.,0,
,302,8,241,3030,0,5,35,1,701,0|0|0,31|20,12|44,29,16,,,,,250,28,10,1,Lemmings Rod,1288,A cute Rod thats good for handling mice.,0,19
,303,8,241,5915,0,10,39,2,702,0|0|0,31|30,12|58,29,16,,,,,300,38,10,2,Animal Rod,1289,A shepherds Rod that provides suitable damage.,0,21
,304,8,241,11080,0,10,43,3,703,0|0|0,31|40,12|72,29,17,,,,,300,50,10,2,Mages Rod,1290,A Mages Rod that contains just a little bit of magic.,0,25
,305,8,241,19035,0,10,47,4,704,0|0|0,31|50,12|85,29,18,,,,,300,62,10,3,White Staff,1291,A Staff that is white as snow and is very popular amongst the ladies.,0,29
,306,8,241,30850,0,20,51,5,705,0|0|0,31|60,12|99,29,19,,,,,300,75,10,3,Wisp Staff,1292,A monsters Staff that is always following the light of spirits.,0,33
,307,8,241,43000,0,20,54,6,706,0|0|0,31|70,12|111,29,20,,,,,300,90,10,4,Shadow Staff,1293,An uncommon Staff in which dark magic is sealed.,0,37
,308,8,241,60400,0,25,57,7,707,0|0|0,31|80,12|123,29,21,,,,,300,105,10,4,Golden Staff,1294,An everlasting Staff constructed out of pure gold.,0,40
,309,8,241,82350,0,25,61,8,708,0|0|0,31|90,12|135,29,22,,,,,300,122,10,5,Anima Staff,1295,A Mages Staff that contains the magic power of Anima.,0,44
,310,8,241,107400,0,30,64,9,709,0|0|0,31|100,12|147,29,22,,,,,300,140,10,6,Land Staff,1296,A Mages Staff that contains the power of the earth.,0,48
,311,8,241,139600,0,30,67,10,710,0|0|0,31|110,12|158,29,23,,,,,300,158,10,6,Holy Staff,1297,A clergymans Staff which contains the power of holiness.,0,53
,312,8,241,177550,0,30,70,11,711,0|0|0,31|120,12|168,29,24,,,,,300,166,10,6,Dark Staff,1298,A heretics Staff that flows with dark energy.,0,55
,313,8,241,219800,0,30,73,,712,0|0|0,31|130,12|178,29,24,,,,,300,199,10,6,Rune Staff,1300,A Mages Staff engraved with mystic runes.,0,
,314,8,241,277700,0,30,76,,713,0|0|0,31|140,12|189,29,24,,,,,300,221,10,6,Prayer Staff,1301,A mace constructed from a tree struck by lightning. It conceals an astonishing power.,0,
,315,8,241,346700,0,30,79,,714,0|0|0,31|150,12|199,29,25,,,,,300,244,10,6,Cypress Pole,1302,A long Staff made from a cypress tree that was saturated with someones hatred. Its filled with magic that tempts those who see this Staff.,0,
,316,8,241,413800,0,30,82,,715,0|0|0,31|160,12|208,29,25,,,,,300,269,10,6,Ikaness Staff,1303,A Staff with that hasnt yet revealed its true power. A strange energy can be sensed from it.,0,
,317,8,241,492050,0,35,84,,716,0|0|0,31|170,12|217,29,25,,,,,300,294,10,6,Oracle Staff,1304,A Staff used to create miracles by Seyrun the Sage.,0,
,318,8,241,537050,0,35,88,,,0|0|0,31|180,12|232,29,25,,,,,300,320,10,6,Twinkle Staff,1359,A Staff which greatly raises magical power.,0,
,319,8,241,587050,0,35,93,,,0|0|0,31|190,12|247,29,25,,,,,300,348,10,6,Sparkle Staff,1358,A Staff that summons more magical power than the Twinkle Staff.,0,
,320,8,241,555100,0,40,92,,,0|0|0,31|200,12|244,29,26,,,,,300,350,10,6,Amazing Carrot,1283,Its a magic wand from mysterious live carrot ,0,
,321,8,241,933650,0,40,94,,,0|0|0,31|210,12|251,29,27,,,,,300,350,10,7,Albtraum,1305,A huge heavy Staff crafted of an old metal compound.,0,
,322,8,241,1052450,0,40,96,,,0|0|0,31|220,12|258,29,28,,,,,300,358,10,8,Einstern,1306,This Staff is freakin huge.,0,
,331,8,242,1075,0,3,28,,,0|0|0,31|10,12|33,29,5,,,,,1600,15,12,1,Baobab Wand,1326,Constructed from wood from the Baobab tree this Wand contains a small amount of magic power.,0,
,332,8,242,2580,0,3,32,1,721,0|0|0,31|20,12|50,29,6,,,,,1800,24,12,1,Mages Wand,1327,A basic Wand used by Mages to focus their mystic energies.,0,20
,333,8,242,5180,0,5,36,2,722,0|0|0,31|30,12|65,29,7,,,,,1800,32,12,2,Sorcerers Wand,1328,A Wand used by sorcerers in which offensive magic sealed.,0,22
,334,8,242,9880,0,5,40,3,723,0|0|0,31|40,12|80,29,8,,,,,1800,42,12,2,Elven Wand,1329,A Wand containing the holy magic of the Elves.,0,26
,335,8,242,16785,0,5,43,4,724,0|0|0,31|50,12|94,29,8,,,,,1800,53,12,3,Silence Wand,1330,A magic Wand that contains the power to bring silence to its surroundings.,0,30
,336,8,242,29000,0,5,47,5,725,0|0|0,31|60,12|109,29,9,,,,,1800,65,12,3,Windphon Wand,1331,A divine Wand that can call forth the wind.,0,34
,337,8,242,43900,0,5,50,6,726,0|0|0,31|70,12|122,29,10,,,,,2000,79,12,4,Flame Wand,1332,A Mages Wand that can shoot magical flames.,0,38
,338,8,242,59600,0,10,53,7,727,0|0|0,31|80,12|134,29,11,,,,,2000,93,12,4,Thunder Wand,1333,A Mages Wand that can mystically discharge lightning.,0,41
,339,8,242,84450,0,10,56,8,728,0|0|0,31|90,12|147,29,12,,,,,2000,108,12,5,Blizzard Wand,1334,A Mages Wand that can magically shoot ice fragments.,0,45
,340,8,242,115900,0,10,60,9,729,0|0|0,31|100,12|160,29,13,,,,,2000,125,12,6,Recovery Wand,1335,A magical Wand that contains restorative energies.,0,49
,341,8,242,147450,0,10,62,10,730,0|0|0,31|110,12|171,29,13,,,,,2000,142,12,6,Windstorm Wand,1336,A Wand that was been magically constructed to call forth wind vacuums.,0,54
,342,8,242,193450,0,10,65,11,731,0|0|0,31|120,12|182,29,14,,,,,2200,149,12,6,Holy Wand,1337,A magic Wand that flows with the power of holiness.,0,56
,343,8,242,248050,0,15,68,,732,0|0|0,31|130,12|193,29,15,,,,,2200,180,12,6,Shadow Wand,1352,A Mages Wand that contains dark energies.,0,
,344,8,242,319550,0,10,71,,733,0|0|0,31|140,12|204,29,16,,,,,2200,201,12,6,Bleak Wind,1355,A Wand that can call forth windstorms. Most Mages cannot handle its sheer power.,0,
,345,8,242,392900,0,20,74,,734,0|0|0,31|150,12|215,29,16,,,,,2200,222,12,6,Conjurers Wand,1356,A mysterious Wand once owned by Ishtal Silver. Somehow this wand is supposed to be able to talk to its ownerâ?¦,0,
,346,8,242,479600,0,20,76,,735,0|0|0,31|160,12|224,29,17,,,,,2200,245,12,6,Twister Wand,1357,The incantation to cause tornados was written on this Wand by witches. The actual effectiveness of this incantation is uncertain.,0,
,347,8,242,514600,0,20,80,,,0|0|0,31|170,12|240,29,18,,,,,2400,268,12,6,Snake Wand,1361,A short Wand that is shaped like a Cobra at its end.,0,
,348,8,242,554600,0,20,84,,,0|0|0,31|180,12|255,29,19,,,,,2400,293,12,6,Ouroboros Wand,1360,This Wand is a symbol of Ouroboros the mythical eight headed serpent.,0,
,349,8,242,839450,0,20,83,,,0|0|0,31|190,12|260,29,20,,,,,2400,319,12,7,Sternen Haufen,1362,A Wand with decorated with several small stars.,0,
,350,8,242,981950,0,20,86,,,0|0|0,31|200,12|265,29,21,,,,,2400,346,12,8,Amazing Brush,1363,A small Wand shaped like a curved brush.,0,
,401,8,251,1150,0,10,26,,,0|0|0,31|10,11|28,,,,,,,250,21,9,1,Knuckle,1378,Just wearing this thing boosts your courage by a hundredfold.,0,
,402,8,251,2280,0,15,30,1,751,0|0|0,31|20,11|44,,,,,,,250,30,9,1, Sword Knuckle,1379,Knuckles that have been fitted with daggers. Its like punching and stabbing at the same time.,0,18
,403,8,251,4480,0,25,34,2,752,0|0|0,31|30,11|58,,,,,,,250,39,8,2,Katar,1380,Long blades that are worn on the wrist allowing you to attack enemies quickly.,0,22
,404,8,251,7640,0,20,37,3,753,0|0|0,31|40,11|72,,,,,,,250,48,7,2,Rake Hand,1381,A sharp rake-like weapon that can gather fallen leaves.,0,26
,405,8,251,12870,0,25,41,4,754,0|0|0,31|50,11|86,,,,,,,250,62,8,3,Wolfs Paw,1382,A glove with sharp claws imitating the paw of the wolf.,0,29
,406,8,251,20950,0,30,44,5,755,0|0|0,31|60,11|100,,,,,,,250,75,8,3,Bears Paw,1383,A glove with sharp claws imitating the paw of the bear.,0,32
,407,8,251,27300,0,30,47,6,756,0|0|0,31|70,11|112,,,,,,,250,85,7,4,Spike Knuckle,1384,A fearsome Knuckle covered with pointy spikes.,0,34
,408,8,251,38700,0,35,51,7,757,0|0|0,31|80,11|125,,,,,,,250,105,8,4,Crescent Knuckle,1385,A beautiful Knuckle with crescent shaped blades.,0,37
,409,8,251,53750,0,30,54,8,758,0|0|0,31|90,11|137,,,,,,,250,127,9,5,Dual Patar,1386,Long spears that are worn on both hands.,0,40
,410,8,251,69050,0,30,57,9,759,0|0|0,31|100,11|149,,,,,,,250,138,8,6,Shaft Claw,1387,A powerful Knuckle with long claws designed for nimble attacks.,0,43
,411,8,251,85600,0,30,59,10,760,0|0|0,31|110,11|159,,,,,,,250,149,7,6,Assassin Katar,1388,Powerful long bladed Katars used by those who live in the shadows.,0,48
,412,8,251,109100,0,30,62,11,761,0|0|0,31|120,11|170,,,,,,,250,157,8,6,Dragon Knuckle,1389,A high class Knuckle adorned with the face of a dragon.,0,50
,413,8,251,138100,0,30,65,,762,0|0|0,31|130,11|181,,,,,,,250,197,8,6,Sudden Raid Dagger,1391,The Katar for Raiders who have an all or nothing philosophy in battle.,0,
,414,8,251,172150,0,30,68,,763,0|0|0,31|140,11|191,,,,,,,250,218,8,6,Stiletto,1392,A stiletto used by a legendary person but there has been many imitations.,0,
,415,8,251,203950,0,30,70,,764,0|0|0,31|150,11|202,,,,,,,250,229,7,6,Fenrirs Tooth,1393,Katar made from the bones of an unknown creature. Pray that you never meet the person who wields this weapon!,0,
,416,8,251,251650,0,30,73,,765,0|0|0,31|160,11|211,,,,,,,250,264,8,6,Phantasma Knuckle,1394,A weapon whose power increases as its Mana Energy develops. The ignorant fear the fireballs it can summon.,0,
,417,8,251,301850,0,30,75,,766,0|0|0,31|170,11|220,,,,,,,250,289,8,6,Bloody Hook Knuckle,1395,Captain Hooks horrific Hook. According to legend he was able to defeat all his enemies with just that hand.,0,
,418,8,251,346850,0,30,79,,,0|0|0,31|180,11|235,,,,,,,250,314,8,6,Hawk Knuckle,1399,Charming Knuckle weapons that are shaped like the head of a hawk. ,0,
,419,8,251,396850,0,30,83,,,0|0|0,31|190,11|250,,,,,,,250,325,7,6,Raven Knuckle,1400,The latest work from the craftsman who created the Hawk Knuckle.,0,
,420,8,251,487700,0,30,85,,,0|0|0,31|200,11|265,,,,,,,250,335,8,7,Lemures,1401,A Katar crafted from the leathery skins of red ugly bats.,0,
,421,8,251,538400,0,30,87,,,0|0|0,31|210,11|280,,,,,,,250,350,7,8,Burnthesnatch,1402,A Katar whose ice claws protrude from the back of the handguards.,0,
,431,8,252,5845,0,10,36,2,771,0|0|0,31|30,11|46,,,,,,,250,47,11,2,Khukuri & Long Sword,1417,A Khukuri in one hand and a Long Sword in the other. A basic dual sword combination.,0,25
,432,8,252,10240,0,15,40,3,772,0|0|0,31|40,11|56,,,,,,,250,60,11,2,Long Sword & Mace,1418,This dual sword combination allows you to both cut and smash!,0,25
,433,8,252,17190,0,25,43,4,773,0|0|0,31|50,11|67,,,,,,,250,71,10,3,Dual Bushido,1419,A matching set of swords with the words lethal attack engraved. This is serious business.,0,25
,434,8,252,26750,0,20,47,5,774,0|0|0,31|60,11|78,,,,,,,250,86,10,3,Twin Ghost Bat,1420,Not one but two enchanted bats for double the smash.,0,25
,435,8,252,38950,0,25,50,6,775,0|0|0,31|70,11|87,,,,,,,250,107,11,4,Saber & Elven Sword ,1421,A splendid dual sword combination.,0,25
,436,8,252,51300,0,30,53,7,776,0|0|0,31|80,11|97,,,,,,,250,120,10,4,Dual Ocean Swords,1422,Ocean combination dual sword set. If your enemies arent impressed by the shark theyll fear the squid.,0,25
,437,8,252,67950,0,30,56,8,777,0|0|0,31|90,11|106,,,,,,,250,138,10,5,Viking Sword & Axe,1423,A Viking Sword in one hand and an Axe in the other spells out a pretty savage dual sword combination.,0,25
,438,8,252,94050,0,35,60,9,778,0|0|0,31|100,11|115,,,,,,,250,165,11,6,Blood Sword & Axe,1424,A powerful dual sword combination. If the Blood Sword doesnt get them the Axe will.,0,25
,439,8,252,115000,0,30,62,10,779,0|0|0,31|110,11|123,,,,,,,250,179,10,6,Dual Katana,1425,An uncommon dual sword combination in the style of the great warrior Musashi.,0,25
,440,8,252,149700,0,30,65,11,780,0|0|0,31|120,11|131,,,,,,,250,187,11,6,Ice & Flare Swords,1426,Dual Sword combination in which you wield Ice in one hand and Fire in the other.,0,25
,441,8,252,187850,0,30,68,,781,0|0|0,31|130,11|140,,,,,,,250,233,11,6,Dual Flare Swords,1427,Most people are unable to wield two Flame Swords at the same time as just the air around these dual weapons is scalding.,0,
,442,8,252,225800,0,30,71,,782,0|0|0,31|140,11|148,,,,,,,250,248,10,6,Brilliant Dual Wield,1428,The man whose courage is deeply hidden will cast away his shield and take up swords in both arms.,0,
,443,8,252,287950,0,30,74,,783,0|0|0,31|150,11|156,,,,,,,250,285,11,6,Spirits Dual Wield,1430,The beauty of this dual sword set belies the incredible attack efficiency of this weapon combination.,0,
,444,8,252,328100,0,30,76,,784,0|0|0,31|160,11|163,,,,,,,250,300,10,6,Desperado Dual Wield,1431,The dual sword choice of pirates. This combination offers incredible offensive power.,0,
,445,8,252,384300,0,30,78,,785,0|0|0,31|170,11|170,,,,,,,250,327,10,6,Glorious Dual Wield,1432,A knights dual sword combination that symbolizes both valor and honor.,0,
,446,8,252,429300,0,30,82,,,0|0|0,31|180,11|181,,,,,,,250,356,10,6,Demise Dual Weapon,1433,A dual weapon combination of two Death Bringers which carry a suffocating aura of power.,0,
,447,8,252,479300,0,30,86,,,0|0|0,31|190,11|193,,,,,,,250,403,11,6,Living Dead,1434,A dual weapon combination of a Death Bringer complemented with a Death Expeller.,0,
,448,8,252,632850,0,30,86,,,0|0|0,31|200,11|190,,,,,,,250,418,10,7,Dark Fenccer Dual Wield,1435,A surprisingly light and sharp weapon combination that offers highly destructive power.,0,
,449,8,252,723600,0,30,88,,,0|0|0,31|210,11|196,,,,,,,250,297,10,8,Holy Sword Kreuz Dual Wield,1436,A set of dual swords glowing with blue light that is said to have been wielded in battle by a hero of the Junon Order.,0,
,461,8,222,1000,0,1,30,,,0|0|0,0|0,0|0,14,4,,,,,300,15,10,0,Grody Scrubber,2782,A scrubbing brush used to clean school bathrooms. User restricted item.,31,
,462,8,222,3000,0,10,30,,,0|0|0,0|0,0|0,14,4,,,,,400,20,9,0,Pink Guitar,2784,A special guitar built especially for rhythm game maniacs.,31,
,463,8,222,1000,0,10,30,,,0|0|0,0|0,0|0,14,4,,,,,200,29,11,0,Angel Recorder,2783,A required instrument for elementary school students of a famous magic academy.  It cant be played by anyone else!,31,
,464,8,222,1000,0,10,30,,,0|0|0,0|0,0|0,14,4,,,,,200,29,11,0,Rose Bouquet,2785,The pain from sadness of partng is just like the sting of these roses thorns.,31,
,465,8,241,1000,0,10,30,,,0|0|0,0|0,0|0,29,6,,,,,300,29,11,0,Queen HoneyBees Staff,2786,A curious staff wielded by one of the Queen HoneyBees.,31,
,466,8,211,1000,0,3,32,,,0|0|0,0|0,0|0,14,4,,,,,200,24,12,0,Woopie Chefs Kitchen Knife,2787,A cooking knife that can slice enemies as easily as it can cut through food.,31,
,467,8,222,1000,0,10,30,,,0|0|0,0|0,0|0,14,10,26,10,,,200,29,11,0,Pink Rose Bouquet,2788,Beautiful pink roses that will look good with any bride.,31,
,468,8,242,1000,0,10,30,,,0|0|0,0|0,0|0,29,6,,,,,200,24,12,0,Woopie Chefs Kitchen Knife,2787,A cooking knife that can slice enemies as easily as it can cut through food.,31,
,469,8,222,1000,0,10,30,,,0|0|0,0|0,0|0,14,4,26,10,,,200,29,11,0,Yellow Rose Bouquet,2789,A bouquet of yellow roses perfect for spring.,31,
,470,8,222,1000,0,10,30,,,0|0|0,0|0,0|0,14,4,26,10,,,200,29,11,0,Black Rose Bouquet,2791,For the goth inside all of us.,31,
,471,8,222,1000,0,10,30,,,0|0|0,0|0,0|0,14,4,26,10,,,200,29,11,0,Blue Rose Bouquet,2790,A bouquet of blue roses for use at a cool colored wedding.,31,
,472,8,222,1000,0,10,30,,,0|0|0,0|0,0|0,14,4,,,,,400,20,9,0,GIGA Guitar,2792,An electric guitar that Visitors dont seem to know how to use. Youre holding it wrong!,31,
,473,8,222,1000,0,10,30,,,0|0|0,0|0,0|0,14,10,,,,,200,29,11,0,Green Rose Bouquet,2818,These cant be natural… Maybe theyre poisonous?,31,
,474,8,233,1000,0,500,44,,,0|0|0,0|0,0|0,,,,,,,300,500,12,0,Marie Celeste Cannon,2707,This cannon was retrieved from the shipwreck of the Marie Celeste.,31,
,475,8,211,1000,0,3,50,,,0|0|0,0|0,0|0,14,10,,,,,150,1,11,0,Bunch of Posies,3066,A tiny little bouquet for bridesmaids or little girls.,31,
,476,8,211,1000,0,3,50,,,0|0|0,0|0,0|0,14,10,,,,,150,1,11,0,Pink Posies,3066,A bunch of posies wrapped with pink fabric.,31,
,501,8,211,5355,0,10,53,,,0|0|0,31|25,0|0,18,3,10,3,,,200,35,10,2,Legendary Long Sword,914,A general sword that is favored by many.,6,
,502,8,211,17820,0,15,60,,,0|0|0,31|45,0|0,24,5,10,5,,,200,59,10,3,Demonic Saber,916,A dashing sword which cuts through the wind.,1,
,503,8,211,29625,0,15,65,,,0|0|0,31|55,0|0,20,6,10,6,,,200,73,10,3,Enchanted Elven Sword,917,An imitation of the legendary swords used by the Elves.,9,
,504,8,211,42600,0,20,67,,,0|0|0,31|65,0|0,18,7,10,7,,,200,89,10,4,Legendary Squid Sword,918,A sword made in the awe inspiring form of the noble squid race.,6,
,505,8,211,56400,3,25,71,,,0|0|0,31|70,0|0,0,0,10,8,,,200,100,9,4,Fabulous Shark Blade,919,A fearsome sword studded with wild sharks teeth.,8,
,506,8,211,56400,5,25,72,,,0|0|0,31|75,0|0,20,8,10,8,,,200,100,9,4,Enchanted Shark Blade,919,A fearsome sword studded with wild sharks teeth.,9,
,507,8,211,83925,0,30,75,,,0|0|0,31|85,0|0,18,9,10,9,,,200,127,11,5,Legendary Viking Sword,920,A sword with a wide blade that was popularized by the Vikings.,6,
,508,8,211,83925,0,30,76,,,0|0|0,31|85,0|0,24,9,10,9,,,200,127,11,5,Demonic Viking Sword,920,A sword with a wide blade that was popularized by the Vikings.,1,
,509,8,211,106275,0,35,78,,,0|0|0,31|95,0|0,24,10,10,10,,,200,140,10,6,Demonic Blood Sword,921,A sword cursed with the blood of hundreds. It craves blood.,1,
,510,8,211,106275,0,35,79,,,0|0|0,31|95,0|0,20,10,10,10,,,200,140,10,6,Enchanted Blood Sword,921,A sword cursed with the blood of hundreds. It craves blood.,9,
,511,8,211,139875,0,40,81,,,0|0|0,31|105,0|0,24,11,10,11,,,200,160,10,6,Demonic Katana,923,The sword of choice for veteran samurai.,1,
,512,8,211,139875,0,40,82,,,0|0|0,31|105,0|0,18,11,10,11,,,200,160,10,6,Legendary Katana,923,The sword of choice for veteran samurai.,6,
,513,8,211,186750,0,45,84,,,0|0|0,31|115,0|0,18,12,10,12,,,200,169,11,6,Legendary Ice Sword,924,A mysterious sword that brings a cold gust with every brandish.,6,
,514,8,211,186750,0,45,85,,,0|0|0,31|110,0|0,0,0,10,12,,,200,169,11,6,Fabulous Ice Sword,924,A mysterious sword that brings a cold gust with every brandish.,8,
,515,8,211,229200,0,45,88,,,0|0|0,31|125,0|0,20,13,10,13,,,200,204,10,6,Enchanted Flare Sword,925,A mysterious sword which creates a blaze at every brandish.,9,
,516,8,211,284550,0,50,90,,,0|0|0,31|135,0|0,24,14,10,14,,,200,227,10,6,Demonic Lord Black Sun Sword,926,A sword said to be used by the legendary lord Black Sun. There are many imitations.,1,
,517,8,211,284550,0,50,92,,,0|0|0,31|135,0|0,18,14,10,14,,,200,227,10,6,Legendary Lord Black Sun Sword,926,A sword said to be used by the legendary lord Black Sun. There are many imitations.,6,
,518,8,211,370050,0,50,94,,,0|0|0,31|140,0|0,0,0,10,15,,,200,262,11,6,Fabulous Flamboyant,927,A beautifully crafted sword that is effective in battle situations.,8,
,519,8,211,370050,0,50,93,,,0|0|0,31|145,0|0,24,15,10,15,,,200,262,11,6,Demonic Flamboyant,927,A beautifully crafted sword that is effective in battle situations.,1,
,520,8,211,427275,0,50,96,,,0|0|0,31|145,0|0,30,2,10,16,,,200,278,10,6,Epic Righteous Sword,928,A magnificent sword decorated with large jewels.,7,
,521,8,211,427275,0,50,97,,,0|0|0,31|155,0|0,20,16,10,16,,,200,278,10,6,Enchanted Righteous Sword,928,A magnificent sword decorated with large jewels.,9,
,522,8,211,543750,0,50,97,,,0|0|0,31|165,0|0,24,17,10,17,,,200,317,11,6,Demonic Black Shamshir,929,A long sword attached to someones skull. A strange sensation comes from gripping the handle.,1,
,523,8,211,543750,0,50,99,,,0|0|0,31|165,0|0,18,17,10,17,,,200,317,11,6,Legendary Black Shamshir,929,A long sword attached to someones skull. A strange sensation comes from gripping the handle.,6,
,524,8,211,925725,0,50,90,,,0|0|0,31|195,0|0,24,20,10,20,,,200,378,11,7,Demonic Dark Panther ,932,A very light and sharp sword contrary to its appearance.,1,
,531,8,212,6667,0,20,53,,,0|0|0,31|26,0|0,18,3,10,3,,,200,42,11,2,Legendary Ogre Mace,952,A solid weapon made from the skeleton of an Ogre.,6,
,532,8,212,11880,0,25,57,,,0|0|0,31|36,0|0,24,4,10,4,,,200,58,11,2,Demonic Onion Mace,953,A simple Melee Weapon topped with an onion.,1,
,533,8,212,20857,0,30,60,,,0|0|0,31|46,0|0,20,5,10,5,,,200,72,12,3,Enchanted Ghost Bat,954,An enchanted bat readily used by demons.,9,
,534,8,212,33600,0,35,65,,,0|0|0,31|56,0|0,18,6,10,6,,,200,84,11,3,Legendary Stone Hammer,955,The hammer of choice during the Stone Age.,6,
,535,8,212,48075,0,40,68,,,0|0|0,31|61,0|0,0,0,10,7,,,200,105,12,4,Fabulous Skeleton Hammer,956,A hammer made with a really tough skull.,8,
,536,8,212,65400,0,50,72,,,0|0|0,31|76,0|0,24,8,10,8,,,200,124,12,4,Demonic Ice Hammer,957,A huge hammer made of ice crystals that wont melt.,1,
